Side;Opponent;Round;Number;Attacks;Text
Reviewer 3;Author;1;2;0;The characterisation of third sector governance is too crude.
Reviewer 3;Author;1;3;0;Given the inclusion of Coule's paper, I would have already expected more sensitivity to divisions unitary and pluralist theories of governance but by reviting this (and reading Turnbull's Cornforth's and Ridley-Duff's precursor to Coule's work), this should be adequately addressed.
Reviewer 3;Author;1;4;0;I just can't agree that third sector governance is derived from for-profit principles.
Reviewer 3;Author;1;5;0;Certainly, some description of the process by which the case study was developed (sources used, data collection techniquies, analysis techniques) are needed to be publishable.
Reviewer 3;Author;1;6;0;The framework for this section exists but feels a bit superficial and under-developed. I think it needs linking back to the findings more clearly and to be elaborated and slightly more length (cut some literature if needed to stay within the word length limits).
Reviewer 3;Author;1;7;0;Lastly, the discussion and conclusions need to stick to contributions to theory / research practice and refrain from commenting on wider issues without adequate justification.
Author;Reviewer 3;2;1;1;Agreed.
Author;Reviewer 3;2;2;2;I agree with your critique. I have adjusted accordingly.
Author;Reviewer 3;2;3;3;Note that throughout the document I incorporate Coule's unitary pluralist dimensions
Author;Reviewer 3;2;4;4;Agreed and accounted for.
Author;Reviewer 3;2;5;5;Agreed. I misrepresented the analysis. It is not a case study, but instead an cursory archival analysis and exploration, utilizing secondary sources.
Author;Reviewer 3;2;6;6;Agreed. The Analysis, Discussiom, and Conclusion sections are more fleshed out.
Author;Reviewer 3;2;7;7;Agreed, and accounted for.
Reviewer 4;Author;1;1;0;I do not understand the purpose of the paper.
Reviewer 4;Author;1;2;0;The author is mixing up several concepts and ignore the abundant literature on governance in nonprofits not dealing with the agency theory.
Reviewer 4;Author;1;3;0;The style is more journalistic and free opinion than rigourous research.
Reviewer 4;Author;1;4;0;Public enterprises, third sector cooperatives are all mixedup.
Reviewer 4;Author;1;5;0;The conceptual framework is not clearly presented and I do not see what are the contributions except some free statements at the end not really related to the analysis.
Author;Reviewer 4;2;1;1;I hope that the revisions in the abstract an introduction better clarify the purpose.
Author;Reviewer 4;2;2;2;Agreed. I accounted for this throughout the document. Terminology is used in a definitionally consistent manner.
Author;Reviewer 4;2;3;3;Note that I adjusted the paper, and recalibrated it from a case study, to a discussion paper that utilizes an archival analysis of secondary sources.
Author;Reviewer 4;2;4;4;Noted and accounted for throughout the document.
Author;Reviewer 4;2;5;5;Acknowledged. I cleaned and honed the Introduction, and added a more robust Conclusion.
Reviewer 1;Author;3;1;0;However, I cannot see how chapter 2.2. is a sub-theme under the Ostrom Principles? If they are - the connection need explainnig. If they are not, the main headling Chapter 2 should be reformulated again.
Reviewer 1;Author;3;2;0;I still miss a source reference at the bottom of page 9 (Rochdale Society)
Reviewer 1;Author;3;3;0;On top of page 11 there is still no examples of adversarial effects removed by co-operative.
Reviewer 1;Author;3;4;0;The author openly acknowledges that the basis for a complete picture is lacking. I do not expect the complete picture, but should have comments on limitations and to what degree the conclusions and learnings are possible to generalize.
Reviewer 1;Author;3;5;0;"Conclusion: middle of page 16: ""we cannot know the motivations behind.."" Have you tried to talk to them? I believe it is possible to get to know."
Reviewer 1;Author;3;6;0;"Low on page 16: ""The ownership becomes absentee, ..."" This is in the case of co-operative?"
Author;Reviewer 1;4;1;1; I have changed the headings for these sections to better reflect the content.
Author;Reviewer 1;4;2;2;This is general knowledge, thereby not necessitating a reference. If the reviewers disagree, I would add a reference.
Author;Reviewer 1;4;3;3;I have added commentary about moral hazard and information asymetries.
Author;Reviewer 1;4;4;4;Agreed. I have added additional elaboration.
Author;Reviewer 1;4;5;5;Commentary added, nothing the need for additiona interogation.
Author;Reviewer 1;4;6;6;Commentary added for further clarity.
